date,Red & White Cabbage,Romaine,Kale,Baby Spinach,Wholemeal Wrap,Spinach Wrap,Tortilla Wrap,Tomato Wrap,Cauliflower Rice,Quinoa,Pea Sprouts,Pomelo,Radish Pickles,Mixed Seeds,Sesame Seeds,Furikake,Crushed Peanuts,Cucumber Pickles,Lime Wedge,Jalapeno,Fresh Herbs,Grated Eggs,Tofu,Raisins,Mandarin Orange,Green Apple,Grapes,Croutons,Soba Noodles,Roasted Pumpkins,Potato,Black Beans,Chickpeas,Edamame,Broccoli,Sweet Corn,French Beans,Olives,Red Onions,Cherry Tomatoes,Capsicum,Cucumbers,Carrot,Beetroot,Sous-vide Chicken,Sous-vide Salmon,Super Protein Patty,Thai Asparagus,Toasted Almonds,Walnuts,Bacon Bits,Roasted Lemongrass Chicken,Tandoori Chicken,Roasted Chicken,Seared Tuna,Smoked Salmon,Grilled Halloumi Cheese,Feta,Parmesan,Cheddar,Soft Boiled Eggs,Whole Eggs,Veggie Patty,Falafel,Grilled Tofu,Avocado,Roasted Brussel Sprouts,Warm Baked Mushrooms,Arabian Spiced Vinaigrette,Indian Spiced Yoghurt,Japanese Miso,Korean Chilli Vinaigrette,Sesame Lime,Thai Turmeric,Wasabi Honey Soy,Balsamic Vinagrette,Basil Pesto,Cashew Mint,Classic Caesar,Honey Dijon,Lemon & Oil,Mixed Berries Vinaigrette,Olive Oil,Salt & Pepper,Smoked Pimento,Smoky Ranch,Tabbasco Sauce
2015-10-02,90,53,21,25,10,27,55,25,40,70,68,71,75,43,81,22,31,81,43,44,36,73,25,64,90,42,26,79,50,43,54,39,69,27,60,89,35,82,37,26,18,24,41,19,79,48,20,43,27,52,68,71,75,43,81,22,31,81,43,44,36,73,25,64,90,31,81,43,44,36,73,25,64,90,42,26,79,50,43,54,39,69,27,60,89,35,82
2015-10-03,86,66,40,22,16,26,60,22,54,76,67,69,92,66,83,21,34,84,42,43,39,96,35,77,87,50,20,81,65,34,49,38,67,26,54,80,39,79,45,28,15,31,47,29,91,75,22,48,24,78,67,69,92,66,83,21,34,84,42,43,39,96,35,77,87,34,84,42,43,39,96,35,77,87,50,20,81,65,34,49,38,67,26,54,80,39,79
2015-10-04,72,64,41,28,11,24,64,28,50,80,67,79,90,60,83,32,30,103,30,48,32,107,30,76,78,58,21,94,76,28,75,50,78,24,65,78,38,95,41,34,29,37,45,26,75,63,24,54,24,77,67,79,90,60,83,32,30,103,30,48,32,107,30,76,78,30,103,30,48,32,107,30,76,78,58,21,94,76,28,75,50,78,24,65,78,38,95
2015-10-05,61,48,31,9,17,13,38,9,36,41,52,53,51,42,59,19,27,48,21,30,33,52,25,37,53,34,17,56,61,37,30,27,44,13,46,50,23,49,29,29,17,30,42,28,70,50,21,30,20,49,52,53,51,42,59,19,27,48,21,30,33,52,25,37,53,27,48,21,30,33,52,25,37,53,34,17,56,61,37,30,27,44,13,46,50,23,49
2015-10-06,56,39,31,15,17,12,40,15,48,62,47,68,88,46,79,20,22,87,39,42,42,69,27,74,51,36,22,68,51,20,44,35,58,12,55,59,25,71,42,24,16,37,38,23,75,54,16,37,35,54,47,68,88,46,79,20,22,87,39,42,42,69,27,74,51,22,87,39,42,42,69,27,74,51,36,22,68,51,20,44,35,58,12,55,59,25,71
2015-10-07,53,42,34,23,13,21,40,23,41,66,52,62,70,43,69,16,23,56,37,48,31,66,23,54,71,32,12,65,55,28,42,31,45,21,65,76,21,63,36,28,16,28,48,19,69,46,22,44,25,71,52,62,70,43,69,16,23,56,37,48,31,66,23,54,71,23,56,37,48,31,66,23,54,71,32,12,65,55,28,42,31,45,21,65,76,21,63
2015-10-08,63,45,34,15,21,23,59,15,47,65,68,53,80,64,72,30,18,57,31,44,31,78,24,56,63,36,16,76,67,44,51,44,70,23,55,51,27,73,46,23,20,26,51,20,63,58,28,45,17,66,68,53,80,64,72,30,18,57,31,44,31,78,24,56,63,18,57,31,44,31,78,24,56,63,36,16,76,67,44,51,44,70,23,55,51,27,73
2015-10-09,68,56,32,16,17,19,68,16,45,67,62,61,72,49,94,25,33,114,38,38,27,76,25,59,83,41,21,80,59,22,55,34,66,19,63,72,28,71,31,34,22,25,56,29,67,53,16,44,28,71,62,61,72,49,94,25,33,114,38,38,27,76,25,59,83,33,114,38,38,27,76,25,59,83,41,21,80,59,22,55,34,66,19,63,72,28,71
2015-10-10,82,46,37,17,22,28,59,17,53,68,71,56,98,49,91,27,33,92,24,45,46,84,31,92,99,46,20,92,67,47,59,40,69,28,55,67,26,86,47,29,20,42,52,23,75,58,20,46,32,58,71,56,98,49,91,27,33,92,24,45,46,84,31,92,99,33,92,24,45,46,84,31,92,99,46,20,92,67,47,59,40,69,28,55,67,26,86
2015-10-11,88,81,35,26,19,30,64,26,60,77,76,60,91,59,93,27,35,95,49,47,27,91,30,74,87,45,22,98,74,43,61,39,59,30,67,81,31,85,31,35,22,41,54,31,72,58,23,49,35,73,76,60,91,59,93,27,35,95,49,47,27,91,30,74,87,35,95,49,47,27,91,30,74,87,45,22,98,74,43,61,39,59,30,67,81,31,85
2015-10-12,64,38,28,8,9,20,45,8,42,69,57,48,66,40,57,15,29,58,25,33,25,50,12,45,53,44,15,64,44,19,39,25,50,20,42,60,19,64,34,21,10,18,28,20,59,46,19,29,22,52,57,48,66,40,57,15,29,58,25,33,25,50,12,45,53,29,58,25,33,25,50,12,45,53,44,15,64,44,19,39,25,50,20,42,60,19,64
2015-10-13,63,46,44,18,6,29,60,18,46,69,51,62,68,44,73,17,34,68,43,43,27,64,34,47,67,38,28,75,64,26,46,35,55,29,60,63,23,72,34,20,17,28,29,32,66,42,16,47,26,51,51,62,68,44,73,17,34,68,43,43,27,64,34,47,67,34,68,43,43,27,64,34,47,67,38,28,75,64,26,46,35,55,29,60,63,23,72
2015-10-14,54,40,30,17,12,12,56,17,40,46,61,61,70,43,64,24,26,79,34,44,27,57,24,62,65,53,21,59,54,28,48,38,58,12,59,67,19,67,48,27,25,28,44,29,61,49,17,41,31,46,61,61,70,43,64,24,26,79,34,44,27,57,24,62,65,26,79,34,44,27,57,24,62,65,53,21,59,54,28,48,38,58,12,59,67,19,67
2015-10-15,65,59,26,20,15,21,62,20,50,65,65,59,86,57,82,14,37,79,32,34,34,71,22,66,82,45,15,80,49,27,53,33,60,21,56,66,25,79,40,24,17,35,51,25,83,43,19,40,25,61,65,59,86,57,82,14,37,79,32,34,34,71,22,66,82,37,79,32,34,34,71,22,66,82,45,15,80,49,27,53,33,60,21,56,66,25,79
2015-10-16,77,55,24,24,12,25,50,24,47,78,72,52,84,54,70,22,36,92,29,42,39,66,24,66,57,42,17,73,60,37,53,51,74,25,52,73,30,78,36,30,22,35,51,21,86,52,15,44,25,67,72,52,84,54,70,22,36,92,29,42,39,66,24,66,57,36,92,29,42,39,66,24,66,57,42,17,73,60,37,53,51,74,25,52,73,30,78
2015-10-17,83,69,32,16,17,22,61,16,53,69,59,77,82,57,95,18,34,98,45,52,35,89,30,66,75,32,26,77,72,34,67,51,83,22,80,90,42,78,41,33,28,36,47,35,81,58,23,50,29,61,59,77,82,57,95,18,34,98,45,52,35,89,30,66,75,34,98,45,52,35,89,30,66,75,32,26,77,72,34,67,51,83,22,80,90,42,78
2015-10-18,66,71,36,19,26,27,77,19,42,87,81,63,86,60,94,19,38,80,53,58,43,73,33,61,87,56,23,91,60,58,64,37,81,27,90,63,30,74,50,35,33,47,51,28,91,67,29,61,33,78,81,63,86,60,94,19,38,80,53,58,43,73,33,61,87,38,80,53,58,43,73,33,61,87,56,23,91,60,58,64,37,81,27,90,63,30,74
2015-10-19,39,45,32,16,14,16,51,16,32,50,45,49,67,43,56,14,26,62,29,37,22,58,28,46,43,29,14,60,54,29,62,37,61,16,50,74,23,65,40,16,20,31,33,24,62,43,11,33,24,44,45,49,67,43,56,14,26,62,29,37,22,58,28,46,43,26,62,29,37,22,58,28,46,43,29,14,60,54,29,62,37,61,16,50,74,23,65
2015-10-20,59,54,31,23,14,11,38,23,45,54,50,60,63,36,72,20,16,73,28,41,36,77,28,54,83,39,18,56,58,32,54,29,60,11,59,55,14,76,28,21,13,34,35,29,56,43,12,41,23,52,50,60,63,36,72,20,16,73,28,41,36,77,28,54,83,16,73,28,41,36,77,28,54,83,39,18,56,58,32,54,29,60,11,59,55,14,76
2015-10-21,54,46,36,21,14,20,38,21,40,56,58,64,79,56,72,25,22,74,29,39,30,71,36,45,71,42,17,82,56,34,53,36,47,20,47,65,26,80,28,22,17,28,35,21,59,59,19,45,20,58,58,64,79,56,72,25,22,74,29,39,30,71,36,45,71,22,74,29,39,30,71,36,45,71,42,17,82,56,34,53,36,47,20,47,65,26,80
2015-10-22,72,68,39,27,20,29,40,27,42,78,73,52,72,52,81,20,26,95,41,38,37,72,21,53,66,30,17,79,61,34,53,38,61,29,53,74,30,65,36,28,26,36,47,33,66,49,29,49,26,62,73,52,72,52,81,20,26,95,41,38,37,72,21,53,66,26,95,41,38,37,72,21,53,66,30,17,79,61,34,53,38,61,29,53,74,30,65
2015-10-23,71,46,33,27,17,19,55,27,60,44,66,64,94,55,83,21,25,78,34,48,41,79,34,58,77,41,24,71,70,40,37,45,71,19,51,69,28,75,39,28,15,38,44,30,64,60,28,57,31,68,66,64,94,55,83,21,25,78,34,48,41,79,34,58,77,25,78,34,48,41,79,34,58,77,41,24,71,70,40,37,45,71,19,51,69,28,75
2015-10-24,81,62,32,14,20,23,60,14,62,68,62,53,87,51,85,34,37,75,41,35,44,87,28,68,85,50,22,92,59,43,62,44,66,23,77,80,25,82,45,33,27,38,45,28,72,43,24,52,32,65,62,53,87,51,85,34,37,75,41,35,44,87,28,68,85,37,75,41,35,44,87,28,68,85,50,22,92,59,43,62,44,66,23,77,80,25,82
2015-10-25,85,55,39,36,23,23,76,36,45,85,58,69,81,69,75,27,35,89,46,44,50,75,31,68,89,62,27,97,83,47,65,41,79,23,74,84,43,86,49,34,25,25,59,34,80,64,23,49,36,66,58,69,81,69,75,27,35,89,46,44,50,75,31,68,89,35,89,46,44,50,75,31,68,89,62,27,97,83,47,65,41,79,23,74,84,43,86
2015-10-26,57,36,30,11,7,24,35,11,40,55,44,34,75,38,65,16,22,59,32,34,27,56,10,56,53,39,12,57,36,23,49,37,49,24,47,52,25,57,28,24,12,21,39,22,53,49,14,34,17,51,44,34,75,38,65,16,22,59,32,34,27,56,10,56,53,22,59,32,34,27,56,10,56,53,39,12,57,36,23,49,37,49,24,47,52,25,57
2015-10-27,64,50,40,20,15,24,40,20,42,60,60,60,69,59,72,24,21,70,30,41,34,70,23,50,64,35,18,82,70,28,56,37,55,24,50,62,35,68,32,33,12,31,46,18,78,45,20,42,22,54,60,60,69,59,72,24,21,70,30,41,34,70,23,50,64,21,70,30,41,34,70,23,50,64,35,18,82,70,28,56,37,55,24,50,62,35,68
2015-10-28,61,35,38,20,20,22,50,20,51,63,69,60,72,47,80,21,33,81,39,50,33,66,18,58,82,28,18,79,64,37,49,33,60,22,52,76,22,57,34,21,17,31,51,24,71,44,17,39,27,64,69,60,72,47,80,21,33,81,39,50,33,66,18,58,82,33,81,39,50,33,66,18,58,82,28,18,79,64,37,49,33,60,22,52,76,22,57
2015-10-29,63,44,38,18,15,23,47,18,49,78,51,67,69,53,60,25,26,71,36,31,30,55,21,67,63,43,17,75,61,39,51,46,44,23,57,72,36,69,43,37,19,24,42,30,75,48,19,45,25,48,51,67,69,53,60,25,26,71,36,31,30,55,21,67,63,26,71,36,31,30,55,21,67,63,43,17,75,61,39,51,46,44,23,57,72,36,69
2015-10-30,71,59,37,17,18,26,61,17,58,67,60,75,79,50,82,27,34,89,37,40,42,81,23,67,72,47,17,73,60,37,60,32,76,26,82,67,31,100,45,27,22,32,63,20,76,58,23,37,27,53,60,75,79,50,82,27,34,89,37,40,42,81,23,67,72,34,89,37,40,42,81,23,67,72,47,17,73,60,37,60,32,76,26,82,67,31,100
2015-10-31,79,57,34,15,17,28,55,15,47,86,66,60,75,66,84,29,34,73,42,48,38,66,33,65,83,57,26,100,62,48,41,48,71,28,61,75,27,79,41,25,24,38,45,40,84,64,22,52,33,53,66,60,75,66,84,29,34,73,42,48,38,66,33,65,83,34,73,42,48,38,66,33,65,83,57,26,100,62,48,41,48,71,28,61,75,27,79
2015-11-01,68,68,46,23,13,31,67,23,48,85,73,88,101,56,89,30,39,97,57,46,45,83,23,62,86,55,20,109,93,47,63,45,67,31,65,88,35,93,58,32,22,41,57,30,83,66,18,59,39,90,73,88,101,56,89,30,39,97,57,46,45,83,23,62,86,39,97,57,46,45,83,23,62,86,55,20,109,93,47,63,45,67,31,65,88,35,93
2015-11-02,66,42,22,16,13,22,41,16,34,61,47,59,60,51,57,20,31,65,21,44,42,64,22,46,55,26,15,70,52,29,38,43,64,22,47,55,22,48,30,21,19,26,31,16,59,43,18,35,21,52,47,59,60,51,57,20,31,65,21,44,42,64,22,46,55,31,65,21,44,42,64,22,46,55,26,15,70,52,29,38,43,64,22,47,55,22,48
2015-11-03,64,56,28,19,21,29,42,19,39,75,80,61,68,62,90,22,30,76,29,48,51,72,25,55,70,39,16,103,58,35,50,37,57,29,66,63,32,67,40,32,24,35,49,22,83,54,18,50,20,63,80,61,68,62,90,22,30,76,29,48,51,72,25,55,70,30,76,29,48,51,72,25,55,70,39,16,103,58,35,50,37,57,29,66,63,32,67
2015-11-04,87,65,25,26,15,29,49,26,45,61,62,67,89,49,76,27,40,89,28,41,37,70,24,63,69,32,18,75,51,31,51,44,68,29,53,59,21,73,40,26,17,22,55,23,71,46,15,44,25,53,62,67,89,49,76,27,40,89,28,41,37,70,24,63,69,40,89,28,41,37,70,24,63,69,32,18,75,51,31,51,44,68,29,53,59,21,73
2015-11-05,64,54,37,21,16,27,56,21,39,64,68,61,82,60,93,30,24,66,44,40,40,81,26,53,82,44,20,87,62,41,64,41,58,27,48,67,29,65,50,30,16,20,39,22,70,59,19,52,35,66,68,61,82,60,93,30,24,66,44,40,40,81,26,53,82,24,66,44,40,40,81,26,53,82,44,20,87,62,41,64,41,58,27,48,67,29,65
2015-11-06,80,67,37,17,16,20,73,17,36,79,90,84,88,57,97,24,33,92,33,42,39,87,28,65,86,46,16,87,64,41,69,37,67,20,58,68,27,89,45,23,28,30,47,24,83,61,23,61,32,71,90,84,88,57,97,24,33,92,33,42,39,87,28,65,86,33,92,33,42,39,87,28,65,86,46,16,87,64,41,69,37,67,20,58,68,27,89
2015-11-07,71,55,39,17,19,27,47,17,67,72,62,78,105,58,76,26,40,96,54,45,39,91,33,70,83,55,23,107,63,52,59,44,70,27,75,81,33,90,49,31,30,33,57,24,80,55,18,54,25,68,62,78,105,58,76,26,40,96,54,45,39,91,33,70,83,40,96,54,45,39,91,33,70,83,55,23,107,63,52,59,44,70,27,75,81,33,90
2015-11-08,81,68,47,22,26,37,57,22,63,83,71,86,93,60,92,27,35,94,46,47,50,95,30,63,86,47,16,93,98,45,67,50,74,37,54,91,29,93,62,28,26,33,65,21,83,62,22,52,42,52,71,86,93,60,92,27,35,94,46,47,50,95,30,63,86,35,94,46,47,50,95,30,63,86,47,16,93,98,45,67,50,74,37,54,91,29,93
2015-11-09,59,35,27,19,3,18,38,19,38,56,57,42,68,50,55,18,23,58,23,35,23,49,27,46,70,20,12,68,52,34,48,36,68,18,51,58,20,62,34,28,10,24,42,25,41,56,14,40,21,42,57,42,68,50,55,18,23,58,23,35,23,49,27,46,70,23,58,23,35,23,49,27,46,70,20,12,68,52,34,48,36,68,18,51,58,20,62
2015-11-10,67,53,22,16,14,20,44,16,52,67,71,67,71,53,63,24,18,61,32,40,40,67,25,58,70,36,17,78,50,38,48,33,68,20,61,67,20,70,37,26,23,43,38,32,75,56,27,37,33,54,71,67,71,53,63,24,18,61,32,40,40,67,25,58,70,18,61,32,40,40,67,25,58,70,36,17,78,50,38,48,33,68,20,61,67,20,70
2015-11-11,58,58,42,21,13,20,63,21,40,57,73,62,85,59,89,17,30,79,39,42,44,75,25,68,72,43,27,69,73,32,48,37,68,20,73,63,18,64,35,22,25,36,34,26,72,57,17,44,31,70,73,62,85,59,89,17,30,79,39,42,44,75,25,68,72,30,79,39,42,44,75,25,68,72,43,27,69,73,32,48,37,68,20,73,63,18,64
2015-11-12,84,55,42,21,19,25,47,21,41,73,66,68,75,52,75,24,31,74,32,58,31,74,29,65,85,52,20,72,74,40,40,34,66,25,53,58,30,61,32,23,29,34,55,24,73,62,19,45,35,60,66,68,75,52,75,24,31,74,32,58,31,74,29,65,85,31,74,32,58,31,74,29,65,85,52,20,72,74,40,40,34,66,25,53,58,30,61
2015-11-13,69,54,32,16,11,27,56,16,55,65,67,90,113,61,99,32,33,81,47,40,30,78,40,71,80,43,32,98,58,36,59,48,57,27,70,85,28,84,47,26,25,33,39,32,85,55,21,55,37,65,67,90,113,61,99,32,33,81,47,40,30,78,40,71,80,33,81,47,40,30,78,40,71,80,43,32,98,58,36,59,48,57,27,70,85,28,84
2015-11-14,86,51,43,23,12,23,56,23,48,70,74,81,81,63,83,26,32,83,54,51,37,82,28,62,78,52,21,87,79,44,54,43,72,23,81,82,22,92,62,44,21,45,52,32,81,72,21,45,27,74,74,81,81,63,83,26,32,83,54,51,37,82,28,62,78,32,83,54,51,37,82,28,62,78,52,21,87,79,44,54,43,72,23,81,82,22,92
2015-11-15,73,68,43,27,17,38,72,27,53,79,64,64,105,68,97,34,27,93,39,51,62,96,38,81,93,62,19,90,77,33,58,42,67,38,91,83,36,104,47,26,27,52,56,34,84,63,32,62,33,84,64,64,105,68,97,34,27,93,39,51,62,96,38,81,93,27,93,39,51,62,96,38,81,93,62,19,90,77,33,58,42,67,38,91,83,36,104
2015-11-16,72,47,30,14,14,15,58,14,33,47,65,48,76,43,94,26,24,65,33,33,26,57,15,43,56,38,7,52,55,29,50,38,56,15,60,62,30,70,37,28,20,22,50,15,61,37,20,37,29,51,65,48,76,43,94,26,24,65,33,33,26,57,15,43,56,24,65,33,33,26,57,15,43,56,38,7,52,55,29,50,38,56,15,60,62,30,70
2015-11-17,75,52,34,19,15,20,58,19,40,61,72,57,89,49,82,26,38,72,38,44,40,59,26,66,66,57,19,75,64,36,59,37,58,20,56,73,19,83,36,21,21,35,51,31,65,59,18,53,22,56,72,57,89,49,82,26,38,72,38,44,40,59,26,66,66,38,72,38,44,40,59,26,66,66,57,19,75,64,36,59,37,58,20,56,73,19,83
2015-11-18,68,62,36,9,11,25,55,9,43,63,57,61,66,62,63,22,23,81,28,43,34,79,22,54,66,49,23,91,61,46,52,37,58,25,43,70,22,73,42,24,21,35,41,28,75,59,19,34,16,50,57,61,66,62,63,22,23,81,28,43,34,79,22,54,66,23,81,28,43,34,79,22,54,66,49,23,91,61,46,52,37,58,25,43,70,22,73
2015-11-19,60,67,29,15,18,8,67,15,47,71,47,70,77,59,82,23,28,55,43,45,34,67,26,60,69,52,22,76,68,46,56,44,83,8,60,88,35,90,29,35,17,41,44,28,66,61,26,52,22,59,47,70,77,59,82,23,28,55,43,45,34,67,26,60,69,28,55,43,45,34,67,26,60,69,52,22,76,68,46,56,44,83,8,60,88,35,90
2015-11-20,88,51,43,16,23,26,67,16,53,72,54,78,72,62,98,31,44,108,50,39,41,76,35,87,100,44,23,76,65,38,51,39,61,26,65,72,30,86,33,29,15,35,53,25,84,52,35,53,30,68,54,78,72,62,98,31,44,108,50,39,41,76,35,87,100,44,108,50,39,41,76,35,87,100,44,23,76,65,38,51,39,61,26,65,72,30,86
2015-11-21,71,54,36,17,22,30,79,17,52,76,80,81,85,45,74,34,39,114,52,63,42,103,36,69,86,56,22,104,82,38,66,41,79,30,69,61,34,89,56,25,27,38,46,25,87,68,32,61,21,60,80,81,85,45,74,34,39,114,52,63,42,103,36,69,86,39,114,52,63,42,103,36,69,86,56,22,104,82,38,66,41,79,30,69,61,34,89
2015-11-22,81,66,43,28,19,38,57,28,48,92,74,70,91,74,91,30,33,92,43,59,52,95,36,57,100,45,20,95,75,53,64,57,66,38,89,79,30,95,59,33,17,40,60,39,94,58,25,37,29,70,74,70,91,74,91,30,33,92,43,59,52,95,36,57,100,33,92,43,59,52,95,36,57,100,45,20,95,75,53,64,57,66,38,89,79,30,95
2015-11-23,61,44,25,16,11,24,43,16,44,58,58,51,64,44,54,27,28,57,33,41,26,50,22,53,71,20,12,65,54,33,43,27,49,24,42,71,18,67,36,29,15,17,40,24,50,37,14,33,21,61,58,51,64,44,54,27,28,57,33,41,26,50,22,53,71,28,57,33,41,26,50,22,53,71,20,12,65,54,33,43,27,49,24,42,71,18,67
2015-11-24,63,53,27,23,16,17,45,23,65,70,47,50,59,35,64,25,27,80,43,46,40,70,28,64,72,37,28,79,67,29,55,41,57,17,42,75,27,60,42,28,23,26,49,27,57,57,22,46,18,40,47,50,59,35,64,25,27,80,43,46,40,70,28,64,72,27,80,43,46,40,70,28,64,72,37,28,79,67,29,55,41,57,17,42,75,27,60
2015-11-25,65,50,32,23,17,23,45,23,45,69,76,69,83,46,86,22,28,87,28,48,30,78,26,55,73,38,18,93,65,31,48,44,58,23,46,73,31,71,46,23,17,32,44,25,81,54,18,58,16,73,76,69,83,46,86,22,28,87,28,48,30,78,26,55,73,28,87,28,48,30,78,26,55,73,38,18,93,65,31,48,44,58,23,46,73,31,71
2015-11-26,74,60,38,18,24,24,50,18,50,60,65,73,84,63,80,17,34,92,37,34,30,80,42,52,77,47,20,67,84,49,55,34,73,24,56,64,31,83,47,30,14,35,48,28,87,56,19,52,26,49,65,73,84,63,80,17,34,92,37,34,30,80,42,52,77,34,92,37,34,30,80,42,52,77,47,20,67,84,49,55,34,73,24,56,64,31,83
2015-11-27,85,55,32,28,28,25,59,28,54,57,75,71,79,62,95,24,26,85,49,37,39,77,27,82,86,38,25,77,76,46,57,49,73,25,55,74,36,97,43,26,25,43,51,35,67,56,23,52,31,80,75,71,79,62,95,24,26,85,49,37,39,77,27,82,86,26,85,49,37,39,77,27,82,86,38,25,77,76,46,57,49,73,25,55,74,36,97
2015-11-28,85,69,41,31,19,32,62,31,66,76,58,70,88,63,90,33,28,95,29,48,42,84,36,87,95,51,25,91,63,45,74,50,83,32,67,75,32,65,48,25,29,40,63,29,81,56,22,53,41,83,58,70,88,63,90,33,28,95,29,48,42,84,36,87,95,28,95,29,48,42,84,36,87,95,51,25,91,63,45,74,50,83,32,67,75,32,65
2015-11-29,79,62,49,24,30,31,69,24,50,85,69,84,95,66,91,22,31,102,49,47,39,87,38,80,104,61,23,95,74,47,58,43,84,31,71,93,28,81,38,24,32,35,55,38,110,62,22,60,37,82,69,84,95,66,91,22,31,102,49,47,39,87,38,80,104,31,102,49,47,39,87,38,80,104,61,23,95,74,47,58,43,84,31,71,93,28,81
2015-11-30,58,39,32,20,14,27,43,20,29,49,56,55,57,50,76,20,24,58,25,41,26,70,21,36,63,37,21,55,49,36,46,42,50,27,48,47,25,58,32,17,17,26,33,20,62,41,17,41,29,53,56,55,57,50,76,20,24,58,25,41,26,70,21,36,63,24,58,25,41,26,70,21,36,63,37,21,55,49,36,46,42,50,27,48,47,25,58
2015-12-01,48,42,15,18,14,15,40,18,35,45,39,36,60,35,43,17,19,61,13,25,22,53,28,31,53,34,18,49,31,22,35,29,41,15,35,38,22,41,24,14,11,23,32,25,37,43,10,31,19,45,39,36,60,35,43,17,19,61,13,25,22,53,28,31,53,19,61,13,25,22,53,28,31,53,34,18,49,31,22,35,29,41,15,35,38,22,41
2015-12-02,48,32,22,17,7,20,38,17,32,46,44,47,60,36,49,15,23,54,18,38,24,50,23,39,44,36,14,51,39,26,31,31,37,20,41,53,23,51,24,18,24,20,28,18,39,33,17,39,19,52,44,47,60,36,49,15,23,54,18,38,24,50,23,39,44,23,54,18,38,24,50,23,39,44,36,14,51,39,26,31,31,37,20,41,53,23,51
2015-12-03,57,43,12,12,9,14,37,12,32,49,51,42,59,37,49,19,21,42,20,33,34,51,30,45,44,31,16,58,45,22,37,32,53,14,57,49,17,56,24,18,14,28,31,21,57,37,11,32,19,50,51,42,59,37,49,19,21,42,20,33,34,51,30,45,44,21,42,20,33,34,51,30,45,44,31,16,58,45,22,37,32,53,14,57,49,17,56
2015-12-04,52,42,23,16,17,19,49,16,37,57,49,49,64,43,67,22,20,55,27,32,28,49,21,39,66,31,14,61,48,33,47,35,44,19,58,52,13,64,41,24,20,24,35,21,74,40,17,41,19,40,49,49,64,43,67,22,20,55,27,32,28,49,21,39,66,20,55,27,32,28,49,21,39,66,31,14,61,48,33,47,35,44,19,58,52,13,64
2015-12-05,60,50,33,25,20,20,49,25,41,58,52,56,61,43,63,21,17,64,43,32,36,56,17,44,54,46,15,68,52,28,42,31,62,20,54,69,19,64,24,17,21,26,35,21,61,50,24,33,25,59,52,56,61,43,63,21,17,64,43,32,36,56,17,44,54,17,64,43,32,36,56,17,44,54,46,15,68,52,28,42,31,62,20,54,69,19,64
2015-12-06,64,54,40,16,14,28,44,16,37,57,53,56,76,56,83,17,19,73,42,34,29,65,12,59,63,47,17,66,72,29,47,40,58,28,57,58,24,77,32,22,19,30,48,18,64,38,13,36,28,49,53,56,76,56,83,17,19,73,42,34,29,65,12,59,63,19,73,42,34,29,65,12,59,63,47,17,66,72,29,47,40,58,28,57,58,24,77
2015-12-07,45,34,20,9,10,12,28,9,23,39,35,35,54,28,43,18,15,43,16,26,23,49,20,47,38,19,11,41,35,22,27,26,32,12,28,37,14,49,23,16,9,28,23,17,57,29,9,20,17,34,35,35,54,28,43,18,15,43,16,26,23,49,20,47,38,15,43,16,26,23,49,20,47,38,19,11,41,35,22,27,26,32,12,28,37,14,49
2015-12-08,43,38,24,11,7,16,28,11,43,46,45,36,48,49,56,14,19,42,33,21,27,54,17,52,52,32,25,72,55,28,44,20,51,16,41,41,18,68,26,9,13,18,34,16,50,35,18,26,19,47,45,36,48,49,56,14,19,42,33,21,27,54,17,52,52,19,42,33,21,27,54,17,52,52,32,25,72,55,28,44,20,51,16,41,41,18,68
2015-12-09,44,33,19,13,14,14,43,13,37,50,40,38,50,37,52,16,28,50,27,22,22,61,10,52,59,33,15,48,49,26,44,26,35,14,41,38,16,66,28,24,16,27,29,15,61,31,11,31,17,36,40,38,50,37,52,16,28,50,27,22,22,61,10,52,59,28,50,27,22,22,61,10,52,59,33,15,48,49,26,44,26,35,14,41,38,16,66
2015-12-10,49,43,30,23,18,20,41,23,37,44,50,35,67,23,55,16,32,55,24,42,30,63,24,42,42,42,15,54,49,30,46,39,40,20,35,41,23,56,35,25,11,31,33,22,38,36,10,43,15,63,50,35,67,23,55,16,32,55,24,42,30,63,24,42,42,32,55,24,42,30,63,24,42,42,42,15,54,49,30,46,39,40,20,35,41,23,56
2015-12-11,50,37,25,7,12,21,44,7,38,38,63,55,64,47,63,18,24,58,39,33,31,64,19,53,51,39,13,46,39,23,57,37,57,21,56,46,10,73,32,19,18,26,47,15,63,40,15,37,22,42,63,55,64,47,63,18,24,58,39,33,31,64,19,53,51,24,58,39,33,31,64,19,53,51,39,13,46,39,23,57,37,57,21,56,46,10,73
2015-12-12,44,38,34,18,8,15,50,18,40,56,43,55,60,46,54,22,20,68,32,36,31,54,20,46,54,41,18,62,55,35,38,35,60,15,60,42,22,70,35,27,14,35,32,28,66,49,19,31,15,52,43,55,60,46,54,22,20,68,32,36,31,54,20,46,54,20,68,32,36,31,54,20,46,54,41,18,62,55,35,38,35,60,15,60,42,22,70
2015-12-13,69,46,39,16,12,23,38,16,29,66,46,57,71,44,80,19,36,56,36,40,29,74,20,71,67,31,24,77,61,27,44,28,46,23,58,55,25,52,46,27,23,45,45,18,68,54,15,30,22,46,46,57,71,44,80,19,36,56,36,40,29,74,20,71,67,36,56,36,40,29,74,20,71,67,31,24,77,61,27,44,28,46,23,58,55,25,52
